image_size: 1080, 1920
pixel_to_mm_scale: 0.04515
total_files_sampled: 9
n_summary_pt: -0.3800, -0.0600, 0.1800, 0.460532, -0.297991, 0.836129, 0.000000, 0.000000, 0.000000, 1
n_summary_pt: -0.3800, -0.0600, 0.2200, 0.528257, -0.221236, 0.817356, 0.002467, 0.000183, 0.001279, 2
n_summary_pt: -0.3800, -0.0600, 0.2600, 0.583082, -0.223171, 0.780983, 0.000113, 0.000110, 0.000053, 7
n_summary_pt: -0.3800, -0.0200, 0.1800, 0.437957, -0.410866, 0.799515, 0.000102, 0.000020, 0.000036, 8
n_summary_pt: -0.3400, -0.1400, 0.2600, 0.577922, -0.147491, 0.801647, 0.000381, 0.001160, 0.000075, 3
n_summary_pt: -0.3400, -0.1400, 0.3000, 0.579857, -0.092235, 0.808367, 0.000305, 0.001423, 0.000073, 14
n_summary_pt: -0.3400, -0.1000, 0.2200, 0.566785, -0.256152, 0.781659, 0.001037, 0.000443, 0.000670, 30
n_summary_pt: -0.3400, -0.1000, 0.2600, 0.575315, -0.199499, 0.791225, 0.001439, 0.000960, 0.000776, 97
n_summary_pt: -0.3400, -0.1000, 0.3000, 0.573407, -0.158206, 0.801812, 0.001544, 0.000875, 0.000853, 50
n_summary_pt: -0.3400, -0.0600, 0.1800, 0.473073, -0.305767, 0.824041, 0.001723, 0.000816, 0.001127, 36
n_summary_pt: -0.3400, -0.0600, 0.2200, 0.537458, -0.267129, 0.796443, 0.002328, 0.001718, 0.001413, 158
n_summary_pt: -0.3400, -0.0600, 0.2600, 0.571345, -0.242752, 0.781314, 0.001796, 0.001262, 0.001128, 162
n_summary_pt: -0.3400, -0.0600, 0.3000, 0.586952, -0.198661, 0.784870, 0.000000, 0.000000, 0.000000, 1
n_summary_pt: -0.3400, -0.0200, 0.1400, 0.421590, -0.376439, 0.823478, 0.001179, 0.000741, 0.000518, 16
n_summary_pt: -0.3400, -0.0200, 0.1800, 0.468817, -0.357803, 0.804818, 0.002085, 0.001400, 0.000970, 194
n_summary_pt: -0.3400, -0.0200, 0.2200, 0.504392, -0.349505, 0.787215, 0.001515, 0.001393, 0.000819, 105
n_summary_pt: -0.3400, -0.0200, 0.2600, 0.566312, -0.251551, 0.783221, 0.001018, 0.000965, 0.000593, 7
n_summary_pt: -0.3400, 0.0200, 0.1400, 0.405417, -0.426903, 0.806709, 0.000986, 0.001540, 0.000085, 29
n_summary_pt: -0.3400, 0.0200, 0.1800, 0.422907, -0.409863, 0.805869, 0.001144, 0.002457, 0.000137, 18
n_summary_pt: -0.3400, 0.0200, 0.2200, 0.490632, -0.334111, 0.804649, 0.000072, 0.000054, 0.000063, 3
n_summary_pt: -0.3000, -0.1800, 0.2600, 0.614042, -0.027090, 0.788808, 0.000000, 0.000000, 0.000000, 1
n_summary_pt: -0.3000, -0.1800, 0.3000, 0.596885, -0.024381, 0.801801, 0.000105, 0.000082, 0.000061, 10
n_summary_pt: -0.3000, -0.1400, 0.2600, 0.638122, -0.060802, 0.766669, 0.000496, 0.000505, 0.000321, 15
n_summary_pt: -0.3000, -0.1400, 0.3000, 0.573553, -0.041266, 0.814932, 0.002197, 0.001881, 0.001143, 93
n_summary_pt: -0.3000, -0.1000, 0.1800, 0.677252, -0.252841, 0.690942, 0.000000, 0.000000, 0.000000, 1
n_summary_pt: -0.3000, -0.1000, 0.2200, 0.622169, -0.199564, 0.749729, 0.006433, 0.001002, 0.003551, 10
n_summary_pt: -0.3000, -0.1000, 0.2600, 0.600813, -0.143397, 0.781114, 0.004387, 0.001531, 0.002404, 200
n_summary_pt: -0.3000, -0.1000, 0.3000, 0.594357, -0.103600, 0.792975, 0.003620, 0.001621, 0.001956, 239
